B09-F17_28, 1268, 355.949, 435.209, 19.9363, 10.9916573269, 41.6343511148
B09-F17_28, 1269, 650.444, 296.217, 21.5045, 10.985607341, 41.6342507576
B09-F18_1, 1349, 222.302, 461.634, 28.75, 10.967511772, 41.6062874483
B09-F18_2, 1350, 365.268, 419.012, 16.25, 10.9541580248, 41.610085466
B09-F18_2, 1351, 381.263, 63.7658, 31.7831, 10.9512029049, 41.605668313
B09-F18_3, 1353, 630.059, 489.564, 22.5, 10.9395897883, 41.6160059272
B09-F18_4, 1353, 5.05926, 489.564, 22.5, 10.9395897883, 41.6160059272
B09-F18_4, 1366, 195.132, 292.087, 25.0, 10.934872282, 41.6145732617
B09-F18_5, 1349, 222.302, 61.6337, 28.75, 10.967511772, 41.6062874483
B09-F18_5, 1356, 469.532, 437.872, 23.2345, 10.9661599465, 41.6124579537
B09-F18_6, 1350, 365.268, 19.012, 16.25, 10.9541580248, 41.610085466
B09-F18_7, 1353, 630.059, 89.5638, 22.5, 10.9395897883, 41.6160059272
B09-F18_8, 1353, 5.05926, 89.5638, 22.5, 10.9395897883, 41.6160059272
B09-F18_9, 1356, 469.532, 37.8721, 23.2345, 10.9661599465, 41.6124579537
B09-F18_10, 1357, 266.853, 182.396, 114.528, 10.9600851135, 41.6166777693
B09-F18_12, 1358, 446.197, 130.415, 32.5881, 10.9354315066, 41.6240908434
B09-F18_13, 1336, 83.8722, 187.634, 24.579, 10.9768601953, 41.6172533861
B09-F18_14, 1363, 379.464, 445.872, 27.5, 10.9631882446, 41.625732052
B09-F18_18, 1362, 561.782, 159.826, 66.3013, 10.9609549322, 41.6282079554
B09-F18_18, 1363, 379.464, 45.872, 27.5, 10.9631882446, 41.625732052
B09-F18_22, 1360, 389.336, 115.334, 25.0, 10.9665694879, 41.6317441705
B09-F18_22, 1373, 452.431, 162.917, 35.5156, 10.9658581796, 41.6327044003
B09-F18_25, 1269, 151.943, 297.102, 21.5045, 10.985607341, 41.6342507576
B09-F18_26, 1309, 223.08, 326.141, 30.5613, 10.9740101232, 41.638554081
B09-F18_26, 1364, 211.131, 158.715, 26.25, 10.9729468852, 41.6363624145
B09-F18_28, 1310, 711.34, 289.62, 22.4228, 10.9442210383, 41.6479109574
B15-F01_1, 161, 556.28, 401.134, 17.5, 11.360430091, 41.8927097088
B15-F01_3, 163, 423.66, 319.819, 47.5, 11.3396012571, 41.8940220167
B15-F01_4, 165, 458.809, 103.7, 30.0, 11.3268053997, 41.8924897867
B15-F01_4, 166, 577.449, 447.153, 36.25, 11.3256196563, 41.8974587554
B15-F01_5, 161, 556.28, 1.13361, 17.5, 11.360430091, 41.8927097088
